case:concept:name,concept:name,time:timestamp,a,b,i,n,result,temp
case_13,T_SetA,2026-02-09T18:01:00.000Z,2,,,,,
case_13,T_SetB,2026-02-09T18:02:00.000Z,,3,,,,
case_13,T_IncI,2026-02-09T18:03:00.000Z,,,4,,,
case_13,T_CheckLoop,2026-02-09T18:04:00.000Z,,,,,,
case_13,T_CalcTemp,2026-02-09T18:05:00.000Z,,,,,,5
case_13,T_SetA,2026-02-09T18:06:00.000Z,3,,,,,
case_13,T_SetB,2026-02-09T18:07:00.000Z,,5,,,,
case_13,T_IncI,2026-02-09T18:08:00.000Z,,,5,,,
case_13,T_CheckLoop,2026-02-09T18:09:00.000Z,,,,,,
case_13,T_CalcTemp,2026-02-09T18:10:00.000Z,,,,,,8
case_13,T_SetA,2026-02-09T18:11:00.000Z,5,,,,,
case_13,T_SetB,2026-02-09T18:12:00.000Z,,8,,,,
case_13,T_IncI,2026-02-09T18:13:00.000Z,,,6,,,
case_13,T_CheckLoop,2026-02-09T18:14:00.000Z,,,,,,
case_13,T_CalcTemp,2026-02-09T18:15:00.000Z,,,,,,13
case_13,T_SetA,2026-02-09T18:16:00.000Z,8,,,,,
case_13,T_SetB,2026-02-09T18:17:00.000Z,,13,,,,
case_13,T_IncI,2026-02-09T18:18:00.000Z,,,7,,,
case_13,T_CheckDone,2026-02-09T18:19:00.000Z,,,,,13,
case_14,T_Setup,2026-02-09T18:21:00.000Z,0,1,1,7,0,0
case_14,T_CheckLoop,2026-02-09T18:22:00.000Z,,,,,,
case_14,T_CalcTemp,2026-02-09T18:23:00.000Z,,,,,,1
case_14,T_SetA,2026-02-09T18:24:00.000Z,1,,,,,
case_14,T_SetB,2026-02-09T18:25:00.000Z,,,,,,
case_14,T_IncI,2026-02-09T18:26:00.000Z,,,2,,,
case_14,T_CheckLoop,2026-02-09T18:27:00.000Z,,,,,,
case_14,T_CalcTemp,2026-02-09T18:28:00.000Z,,,,,,2
case_14,T_SetA,2026-02-09T18:29:00.000Z,,,,,,
case_14,T_SetB,2026-02-09T18:30:00.000Z,,2,,,,
case_14,T_IncI,2026-02-09T18:31:00.000Z,,,3,,,
case_14,T_CheckLoop,2026-02-09T18:32:00.000Z,,,,,,
case_14,T_CalcTemp,2026-02-09T18:33:00.000Z,,,,,,3
case_14,T_SetA,2026-02-09T18:34:00.000Z,2,,,,,
case_14,T_SetB,2026-02-09T18:35:00.000Z,,3,,,,
case_14,T_IncI,2026-02-09T18:36:00.000Z,,,4,,,
case_14,T_CheckLoop,2026-02-09T18:37:00.000Z,,,,,,
case_14,T_CalcTemp,2026-02-09T18:38:00.000Z,,,,,,5
case_14,T_SetA,2026-02-09T18:39:00.000Z,3,,,,,
case_14,T_SetB,2026-02-09T18:40:00.000Z,,5,,,,
case_14,T_IncI,2026-02-09T18:41:00.000Z,,,5,,,
case_14,T_CheckLoop,2026-02-09T18:42:00.000Z,,,,,,
case_14,T_CalcTemp,2026-02-09T18:43:00.000Z,,,,,,8
case_14,T_SetA,2026-02-09T18:44:00.000Z,5,,,,,
case_14,T_SetB,2026-02-09T18:45:00.000Z,,8,,,,
case_14,T_IncI,2026-02-09T18:46:00.000Z,,,6,,,
case_14,T_CheckLoop,2026-02-09T18:47:00.000Z,,,,,,
case_14,T_CalcTemp,2026-02-09T18:48:00.000Z,,,,,,13
case_14,T_SetA,2026-02-09T18:49:00.000Z,8,,,,,
case_14,T_SetB,2026-02-09T18:50:00.000Z,,13,,,,
case_14,T_IncI,2026-02-09T18:51:00.000Z,,,7,,,
case_14,T_CheckDone,2026-02-09T18:52:00.000Z,,,,,13,
case_15,T_Setup,2026-02-09T18:54:00.000Z,0,1,1,7,0,0
case_15,T_CheckLoop,2026-02-09T18:55:00.000Z,,,,,,
case_15,T_CalcTemp,2026-02-09T18:56:00.000Z,,,,,,1
case_15,T_SetA,2026-02-09T18:57:00.000Z,1,,,,,
case_15,T_SetB,2026-02-09T18:58:00.000Z,,,,,,
case_15,T_IncI,2026-02-09T18:59:00.000Z,,,2,,,
case_15,T_CheckLoop,2026-02-09T19:00:00.000Z,,,,,,
case_15,T_CalcTemp,2026-02-09T19:01:00.000Z,,,,,,2
case_15,T_SetA,2026-02-09T19:02:00.000Z,,,,,,
case_15,T_SetB,2026-02-09T19:03:00.000Z,,2,,,,
case_15,T_IncI,2026-02-09T19:04:00.000Z,,,3,,,
case_15,T_CheckLoop,2026-02-09T19:05:00.000Z,,,,,,
case_15,T_CalcTemp,2026-02-09T19:06:00.000Z,,,,,,3
case_15,T_SetA,2026-02-09T19:07:00.000Z,2,,,,,
case_15,T_SetB,2026-02-09T19:08:00.000Z,,3,,,,
case_15,T_IncI,2026-02-09T19:09:00.000Z,,,4,,,
case_15,T_CheckLoop,2026-02-09T19:10:00.000Z,,,,,,
case_15,T_CalcTemp,2026-02-09T19:11:00.000Z,,,,,,5
case_15,T_SetA,2026-02-09T19:12:00.000Z,3,,,,,
case_15,T_SetB,2026-02-09T19:13:00.000Z,,5,,,,
case_15,T_IncI,2026-02-09T19:14:00.000Z,,,5,,,
case_15,T_CheckLoop,2026-02-09T19:15:00.000Z,,,,,,
case_15,T_CalcTemp,2026-02-09T19:16:00.000Z,,,,,,8
case_15,T_SetA,2026-02-09T19:17:00.000Z,5,,,,,
case_15,T_SetB,2026-02-09T19:18:00.000Z,,8,,,,
case_15,T_IncI,2026-02-09T19:19:00.000Z,,,6,,,
case_15,T_CheckLoop,2026-02-09T19:20:00.000Z,,,,,,
case_15,T_CalcTemp,2026-02-09T19:21:00.000Z,,,,,,13
case_15,T_SetA,2026-02-09T19:22:00.000Z,8,,,,,
case_15,T_SetB,2026-02-09T19:23:00.000Z,,13,,,,
case_15,T_IncI,2026-02-09T19:24:00.000Z,,,7,,,
case_15,T_CheckDone,2026-02-09T19:25:00.000Z,,,,,13,
case_16,T_Setup,2026-02-09T19:27:00.000Z,0,1,1,7,0,0
case_16,T_CheckLoop,2026-02-09T19:28:00.000Z,,,,,,
case_16,T_CalcTemp,2026-02-09T19:29:00.000Z,,,,,,1
case_16,T_SetA,2026-02-09T19:30:00.000Z,1,,,,,
case_16,T_SetB,2026-02-09T19:31:00.000Z,,,,,,
case_16,T_IncI,2026-02-09T19:32:00.000Z,,,2,,,
case_16,T_CheckLoop,2026-02-09T19:33:00.000Z,,,,,,
case_16,T_CalcTemp,2026-02-09T19:34:00.000Z,,,,,,2
case_16,T_SetA,2026-02-09T19:35:00.000Z,,,,,,
case_16,T_SetB,2026-02-09T19:36:00.000Z,,2,,,,
case_16,T_IncI,2026-02-09T19:37:00.000Z,,,3,,,
case_16,T_CheckLoop,2026-02-09T19:38:00.000Z,,,,,,
case_16,T_CalcTemp,2026-02-09T19:39:00.000Z,,,,,,3
case_16,T_SetA,2026-02-09T19:40:00.000Z,2,,,,,
case_16,T_SetB,2026-02-09T19:41:00.000Z,,3,,,,
case_16,T_IncI,2026-02-09T19:42:00.000Z,,,4,,,
case_16,T_CheckLoop,2026-02-09T19:43:00.000Z,,,,,,
case_16,T_CalcTemp,2026-02-09T19:44:00.000Z,,,,,,5
case_16,T_SetA,2026-02-09T19:45:00.000Z,3,,,,,
case_16,T_SetB,2026-02-09T19:46:00.000Z,,5,,,,
case_16,T_IncI,2026-02-09T19:47:00.000Z,,,5,,,
case_16,T_CheckLoop,2026-02-09T19:48:00.000Z,,,,,,
case_16,T_CalcTemp,2026-02-09T19:49:00.000Z,,,,,,8
case_16,T_SetA,2026-02-09T19:50:00.000Z,5,,,,,
case_16,T_SetB,2026-02-09T19:51:00.000Z,,8,,,,
case_16,T_IncI,2026-02-09T19:52:00.000Z,,,6,,,
case_16,T_CheckLoop,2026-02-09T19:53:00.000Z,,,,,,
case_16,T_CalcTemp,2026-02-09T19:54:00.000Z,,,,,,13
case_16,T_SetA,2026-02-09T19:55:00.000Z,8,,,,,
case_16,T_SetB,2026-02-09T19:56:00.000Z,,13,,,,
case_16,T_IncI,2026-02-09T19:57:00.000Z,,,7,,,
case_16,T_CheckDone,2026-02-09T19:58:00.000Z,,,,,13,
case_17,T_Setup,2026-02-09T20:00:00.000Z,0,1,1,7,0,0
case_17,T_CheckLoop,2026-02-09T20:01:00.000Z,,,,,,
case_17,T_CalcTemp,2026-02-09T20:02:00.000Z,,,,,,1
case_17,T_SetA,2026-02-09T20:03:00.000Z,1,,,,,
case_17,T_SetB,2026-02-09T20:04:00.000Z,,,,,,
case_17,T_IncI,2026-02-09T20:05:00.000Z,,,2,,,
case_17,T_CheckLoop,2026-02-09T20:06:00.000Z,,,,,,
case_17,T_CalcTemp,2026-02-09T20:07:00.000Z,,,,,,2
case_17,T_SetA,2026-02-09T20:08:00.000Z,,,,,,
case_17,T_SetB,2026-02-09T20:09:00.000Z,,2,,,,
case_17,T_IncI,2026-02-09T20:10:00.000Z,,,3,,,
case_17,T_CheckLoop,2026-02-09T20:11:00.000Z,,,,,,
case_17,T_CalcTemp,2026-02-09T20:12:00.000Z,,,,,,3
case_17,T_SetA,2026-02-09T20:13:00.000Z,2,,,,,
case_17,T_SetB,2026-02-09T20:14:00.000Z,,3,,,,
case_17,T_IncI,2026-02-09T20:15:00.000Z,,,4,,,
case_17,T_CheckLoop,2026-02-09T20:16:00.000Z,,,,,,
case_17,T_CalcTemp,2026-02-09T20:17:00.000Z,,,,,,5
case_17,T_SetA,2026-02-09T20:18:00.000Z,3,,,,,
case_17,T_SetB,2026-02-09T20:19:00.000Z,,5,,,,
case_17,T_IncI,2026-02-09T20:20:00.000Z,,,5,,,
case_17,T_CheckLoop,2026-02-09T20:21:00.000Z,,,,,,
case_17,T_CalcTemp,2026-02-09T20:22:00.000Z,,,,,,8
case_17,T_SetA,2026-02-09T20:23:00.000Z,5,,,,,
case_17,T_SetB,2026-02-09T20:24:00.000Z,,8,,,,
case_17,T_IncI,2026-02-09T20:25:00.000Z,,,6,,,
case_17,T_CheckLoop,2026-02-09T20:26:00.000Z,,,,,,
case_17,T_CalcTemp,2026-02-09T20:27:00.000Z,,,,,,13
case_17,T_SetA,2026-02-09T20:28:00.000Z,8,,,,,
case_17,T_SetB,2026-02-09T20:29:00.000Z,,13,,,,
case_17,T_IncI,2026-02-09T20:30:00.000Z,,,7,,,
case_17,T_CheckDone,2026-02-09T20:31:00.000Z,,,,,13,
case_18,T_Setup,2026-02-09T20:33:00.000Z,0,1,1,7,0,0
case_18,T_CheckLoop,2026-02-09T20:34:00.000Z,,,,,,
case_18,T_CalcTemp,2026-02-09T20:35:00.000Z,,,,,,1
case_18,T_SetA,2026-02-09T20:36:00.000Z,1,,,,,
case_18,T_SetB,2026-02-09T20:37:00.000Z,,,,,,
case_18,T_IncI,2026-02-09T20:38:00.000Z,,,2,,,
case_18,T_CheckLoop,2026-02-09T20:39:00.000Z,,,,,,
case_18,T_CalcTemp,2026-02-09T20:40:00.000Z,,,,,,2
case_18,T_SetA,2026-02-09T20:41:00.000Z,,,,,,
case_18,T_SetB,2026-02-09T20:42:00.000Z,,2,,,,
case_18,T_IncI,2026-02-09T20:43:00.000Z,,,3,,,
case_18,T_CheckLoop,2026-02-09T20:44:00.000Z,,,,,,
case_18,T_CalcTemp,2026-02-09T20:45:00.000Z,,,,,,3
case_18,T_SetA,2026-02-09T20:46:00.000Z,2,,,,,
case_18,T_SetB,2026-02-09T20:47:00.000Z,,3,,,,
case_18,T_IncI,2026-02-09T20:48:00.000Z,,,4,,,
case_18,T_CheckLoop,2026-02-09T20:49:00.000Z,,,,,,
case_18,T_CalcTemp,2026-02-09T20:50:00.000Z,,,,,,5
case_18,T_SetA,2026-02-09T20:51:00.000Z,3,,,,,
case_18,T_SetB,2026-02-09T20:52:00.000Z,,5,,,,
case_18,T_IncI,2026-02-09T20:53:00.000Z,,,5,,,
case_18,T_CheckLoop,2026-02-09T20:54:00.000Z,,,,,,
case_18,T_CalcTemp,2026-02-09T20:55:00.000Z,,,,,,8
case_18,T_SetA,2026-02-09T20:56:00.000Z,5,,,,,
case_18,T_SetB,2026-02-09T20:57:00.000Z,,8,,,,
case_18,T_IncI,2026-02-09T20:58:00.000Z,,,6,,,
case_18,T_CheckLoop,2026-02-09T20:59:00.000Z,,,,,,
case_18,T_CalcTemp,2026-02-09T21:00:00.000Z,,,,,,13
case_18,T_SetA,2026-02-09T21:01:00.000Z,8,,,,,
case_18,T_SetB,2026-02-09T21:02:00.000Z,,13,,,,
case_18,T_IncI,2026-02-09T21:03:00.000Z,,,7,,,
case_18,T_CheckDone,2026-02-09T21:04:00.000Z,,,,,13,
case_19,T_Setup,2026-02-09T21:06:00.000Z,0,1,1,7,0,0
case_19,T_CheckLoop,2026-02-09T21:07:00.000Z,,,,,,
case_19,T_CalcTemp,2026-02-09T21:08:00.000Z,,,,,,1
case_19,T_SetA,2026-02-09T21:09:00.000Z,1,,,,,
case_19,T_SetB,2026-02-09T21:10:00.000Z,,,,,,
case_19,T_IncI,2026-02-09T21:11:00.000Z,,,2,,,
case_19,T_CheckLoop,2026-02-09T21:12:00.000Z,,,,,,
case_19,T_CalcTemp,2026-02-09T21:13:00.000Z,,,,,,2
case_19,T_SetA,2026-02-09T21:14:00.000Z,,,,,,
case_19,T_SetB,2026-02-09T21:15:00.000Z,,2,,,,
case_19,T_IncI,2026-02-09T21:16:00.000Z,,,3,,,
case_19,T_CheckLoop,2026-02-09T21:17:00.000Z,,,,,,
case_19,T_CalcTemp,2026-02-09T21:18:00.000Z,,,,,,3
case_19,T_SetA,2026-02-09T21:19:00.000Z,2,,,,,
case_19,T_SetB,2026-02-09T21:20:00.000Z,,3,,,,
case_19,T_IncI,2026-02-09T21:21:00.000Z,,,4,,,
case_19,T_CheckLoop,2026-02-09T21:22:00.000Z,,,,,,
case_19,T_CalcTemp,2026-02-09T21:23:00.000Z,,,,,,5
case_19,T_SetA,2026-02-09T21:24:00.000Z,3,,,,,
case_19,T_SetB,2026-02-09T21:25:00.000Z,,5,,,,
case_19,T_IncI,2026-02-09T21:26:00.000Z,,,5,,,
case_19,T_CheckLoop,2026-02-09T21:27:00.000Z,,,,,,
case_19,T_CalcTemp,2026-02-09T21:28:00.000Z,,,,,,8
case_19,T_SetA,2026-02-09T21:29:00.000Z,5,,,,,
case_19,T_SetB,2026-02-09T21:30:00.000Z,,8,,,,
case_19,T_IncI,2026-02-09T21:31:00.000Z,,,6,,,
case_19,T_CheckLoop,2026-02-09T21:32:00.000Z,,,,,,
case_19,T_CalcTemp,2026-02-09T21:33:00.000Z,,,,,,13
case_19,T_SetA,2026-02-09T21:34:00.000Z,8,,,,,
case_19,T_SetB,2026-02-09T21:35:00.000Z,,13,,,,
case_19,T_IncI,2026-02-09T21:36:00.000Z,,,7,,,
case_19,T_CheckDone,2026-02-09T21:37:00.000Z,,,,,13,
case_20,T_Setup,2026-02-09T21:39:00.000Z,0,1,1,7,0,0
case_20,T_CheckLoop,2026-02-09T21:40:00.000Z,,,,,,
case_20,T_CalcTemp,2026-02-09T21:41:00.000Z,,,,,,1
case_20,T_SetA,2026-02-09T21:42:00.000Z,1,,,,,
case_20,T_SetB,2026-02-09T21:43:00.000Z,,,,,,
case_20,T_IncI,2026-02-09T21:44:00.000Z,,,2,,,
case_20,T_CheckLoop,2026-02-09T21:45:00.000Z,,,,,,
case_20,T_CalcTemp,2026-02-09T21:46:00.000Z,,,,,,2
case_20,T_SetA,2026-02-09T21:47:00.000Z,,,,,,
case_20,T_SetB,2026-02-09T21:48:00.000Z,,2,,,,
case_20,T_IncI,2026-02-09T21:49:00.000Z,,,3,,,
case_20,T_CheckLoop,2026-02-09T21:50:00.000Z,,,,,,
case_20,T_CalcTemp,2026-02-09T21:51:00.000Z,,,,,,3
case_20,T_SetA,2026-02-09T21:52:00.000Z,2,,,,,
case_20,T_SetB,2026-02-09T21:53:00.000Z,,3,,,,
case_20,T_IncI,2026-02-09T21:54:00.000Z,,,4,,,
case_20,T_CheckLoop,2026-02-09T21:55:00.000Z,,,,,,
case_20,T_CalcTemp,2026-02-09T21:56:00.000Z,,,,,,5
case_20,T_SetA,2026-02-09T21:57:00.000Z,3,,,,,
case_20,T_SetB,2026-02-09T21:58:00.000Z,,5,,,,
case_20,T_IncI,2026-02-09T21:59:00.000Z,,,5,,,
case_20,T_CheckLoop,2026-02-09T22:00:00.000Z,,,,,,
case_20,T_CalcTemp,2026-02-09T22:01:00.000Z,,,,,,8
case_20,T_SetA,2026-02-09T22:02:00.000Z,5,,,,,
case_20,T_SetB,2026-02-09T22:03:00.000Z,,8,,,,
case_20,T_IncI,2026-02-09T22:04:00.000Z,,,6,,,
case_20,T_CheckLoop,2026-02-09T22:05:00.000Z,,,,,,
case_20,T_CalcTemp,2026-02-09T22:06:00.000Z,,,,,,13
case_20,T_SetA,2026-02-09T22:07:00.000Z,8,,,,,
case_20,T_SetB,2026-02-09T22:08:00.000Z,,13,,,,
case_20,T_IncI,2026-02-09T22:09:00.000Z,,,7,,,
case_20,T_CheckDone,2026-02-09T22:10:00.000Z,,,,,13,
case_21,T_Setup,2026-02-09T22:12:00.000Z,0,1,1,7,0,0
case_21,T_CheckLoop,2026-02-09T22:13:00.000Z,,,,,,
case_21,T_CalcTemp,2026-02-09T22:14:00.000Z,,,,,,1
case_21,T_SetA,2026-02-09T22:15:00.000Z,1,,,,,
case_21,T_SetB,2026-02-09T22:16:00.000Z,,,,,,
case_21,T_IncI,2026-02-09T22:17:00.000Z,,,2,,,
case_21,T_CheckLoop,2026-02-09T22:18:00.000Z,,,,,,
case_21,T_CalcTemp,2026-02-09T22:19:00.000Z,,,,,,2
case_21,T_SetA,2026-02-09T22:20:00.000Z,,,,,,
case_21,T_SetB,2026-02-09T22:21:00.000Z,,2,,,,
case_21,T_IncI,2026-02-09T22:22:00.000Z,,,3,,,
case_21,T_CheckLoop,2026-02-09T22:23:00.000Z,,,,,,
case_21,T_CalcTemp,2026-02-09T22:24:00.000Z,,,,,,3
case_21,T_SetA,2026-02-09T22:25:00.000Z,2,,,,,
case_21,T_SetB,2026-02-09T22:26:00.000Z,,3,,,,
case_21,T_IncI,2026-02-09T22:27:00.000Z,,,4,,,
case_21,T_CheckLoop,2026-02-09T22:28:00.000Z,,,,,,
case_21,T_CalcTemp,2026-02-09T22:29:00.000Z,,,,,,5
case_21,T_SetA,2026-02-09T22:30:00.000Z,3,,,,,
case_21,T_SetB,2026-02-09T22:31:00.000Z,,5,,,,
case_21,T_IncI,2026-02-09T22:32:00.000Z,,,5,,,
case_21,T_CheckLoop,2026-02-09T22:33:00.000Z,,,,,,
case_21,T_CalcTemp,2026-02-09T22:34:00.000Z,,,,,,8
case_21,T_SetA,2026-02-09T22:35:00.000Z,5,,,,,
case_21,T_SetB,2026-02-09T22:36:00.000Z,,8,,,,
case_21,T_IncI,2026-02-09T22:37:00.000Z,,,6,,,
case_21,T_CheckLoop,2026-02-09T22:38:00.000Z,,,,,,
case_21,T_CalcTemp,2026-02-09T22:39:00.000Z,,,,,,13
case_21,T_SetA,2026-02-09T22:40:00.000Z,8,,,,,
case_21,T_SetB,2026-02-09T22:41:00.000Z,,13,,,,
case_21,T_IncI,2026-02-09T22:42:00.000Z,,,7,,,
case_21,T_CheckDone,2026-02-09T22:43:00.000Z,,,,,13,
case_22,T_Setup,2026-02-09T22:45:00.000Z,0,1,1,7,0,0
case_22,T_CheckLoop,2026-02-09T22:46:00.000Z,,,,,,
case_22,T_CalcTemp,2026-02-09T22:47:00.000Z,,,,,,1
case_22,T_SetA,2026-02-09T22:48:00.000Z,1,,,,,
case_22,T_SetB,2026-02-09T22:49:00.000Z,,,,,,
case_22,T_IncI,2026-02-09T22:50:00.000Z,,,2,,,
case_22,T_CheckLoop,2026-02-09T22:51:00.000Z,,,,,,
case_22,T_CalcTemp,2026-02-09T22:52:00.000Z,,,,,,2
case_22,T_SetA,2026-02-09T22:53:00.000Z,,,,,,
case_22,T_SetB,2026-02-09T22:54:00.000Z,,2,,,,
case_22,T_IncI,2026-02-09T22:55:00.000Z,,,3,,,
case_22,T_CheckLoop,2026-02-09T22:56:00.000Z,,,,,,
case_22,T_CalcTemp,2026-02-09T22:57:00.000Z,,,,,,3
case_22,T_SetA,2026-02-09T22:58:00.000Z,2,,,,,
case_22,T_SetB,2026-02-09T22:59:00.000Z,,3,,,,
case_22,T_IncI,2026-02-09T23:00:00.000Z,,,4,,,
case_22,T_CheckLoop,2026-02-09T23:01:00.000Z,,,,,,
case_22,T_CalcTemp,2026-02-09T23:02:00.000Z,,,,,,5
case_22,T_SetA,2026-02-09T23:03:00.000Z,3,,,,,
case_22,T_SetB,2026-02-09T23:04:00.000Z,,5,,,,
case_22,T_IncI,2026-02-09T23:05:00.000Z,,,5,,,
case_22,T_CheckLoop,2026-02-09T23:06:00.000Z,,,,,,
case_22,T_CalcTemp,2026-02-09T23:07:00.000Z,,,,,,8
case_22,T_SetA,2026-02-09T23:08:00.000Z,5,,,,,
case_22,T_SetB,2026-02-09T23:09:00.000Z,,8,,,,
case_22,T_IncI,2026-02-09T23:10:00.000Z,,,6,,,
case_22,T_CheckLoop,2026-02-09T23:11:00.000Z,,,,,,
case_22,T_CalcTemp,2026-02-09T23:12:00.000Z,,,,,,13
case_22,T_SetA,2026-02-09T23:13:00.000Z,8,,,,,
case_22,T_SetB,2026-02-09T23:14:00.000Z,,13,,,,
case_22,T_IncI,2026-02-09T23:15:00.000Z,,,7,,,
case_22,T_CheckDone,2026-02-09T23:16:00.000Z,,,,,13,
case_23,T_Setup,2026-02-09T23:18:00.000Z,0,1,1,7,0,0
case_23,T_CheckLoop,2026-02-09T23:19:00.000Z,,,,,,
case_23,T_CalcTemp,2026-02-09T23:20:00.000Z,,,,,,1
case_23,T_SetA,2026-02-09T23:21:00.000Z,1,,,,,
case_23,T_SetB,2026-02-09T23:22:00.000Z,,,,,,
case_23,T_IncI,2026-02-09T23:23:00.000Z,,,2,,,
case_23,T_CheckLoop,2026-02-09T23:24:00.000Z,,,,,,
case_23,T_CalcTemp,2026-02-09T23:25:00.000Z,,,,,,2
case_23,T_SetA,2026-02-09T23:26:00.000Z,,,,,,
case_23,T_SetB,2026-02-09T23:27:00.000Z,,2,,,,
case_23,T_IncI,2026-02-09T23:28:00.000Z,,,3,,,
case_23,T_CheckLoop,2026-02-09T23:29:00.000Z,,,,,,
case_23,T_CalcTemp,2026-02-09T23:30:00.000Z,,,,,,3
case_23,T_SetA,2026-02-09T23:31:00.000Z,2,,,,,
case_23,T_SetB,2026-02-09T23:32:00.000Z,,3,,,,
case_23,T_IncI,2026-02-09T23:33:00.000Z,,,4,,,
case_23,T_CheckLoop,2026-02-09T23:34:00.000Z,,,,,,
case_23,T_CalcTemp,2026-02-09T23:35:00.000Z,,,,,,5
case_23,T_SetA,2026-02-09T23:36:00.000Z,3,,,,,
case_23,T_SetB,2026-02-09T23:37:00.000Z,,5,,,,
case_23,T_IncI,2026-02-09T23:38:00.000Z,,,5,,,
case_23,T_CheckLoop,2026-02-09T23:39:00.000Z,,,,,,
case_23,T_CalcTemp,2026-02-09T23:40:00.000Z,,,,,,8
case_23,T_SetA,2026-02-09T23:41:00.000Z,5,,,,,
case_23,T_SetB,2026-02-09T23:42:00.000Z,,8,,,,
case_23,T_IncI,2026-02-09T23:43:00.000Z,,,6,,,
case_23,T_CheckLoop,2026-02-09T23:44:00.000Z,,,,,,
case_23,T_CalcTemp,2026-02-09T23:45:00.000Z,,,,,,13
case_23,T_SetA,2026-02-09T23:46:00.000Z,8,,,,,
case_23,T_SetB,2026-02-09T23:47:00.000Z,,13,,,,
case_23,T_IncI,2026-02-09T23:48:00.000Z,,,7,,,
case_23,T_CheckDone,2026-02-09T23:49:00.000Z,,,,,13,
case_24,T_Setup,2026-02-09T23:51:00.000Z,0,1,1,7,0,0
case_24,T_CheckLoop,2026-02-09T23:52:00.000Z,,,,,,
case_24,T_CalcTemp,2026-02-09T23:53:00.000Z,,,,,,1
case_24,T_SetA,2026-02-09T23:54:00.000Z,1,,,,,
case_24,T_SetB,2026-02-09T23:55:00.000Z,,,,,,
case_24,T_IncI,2026-02-09T23:56:00.000Z,,,2,,,
case_24,T_CheckLoop,2026-02-09T23:57:00.000Z,,,,,,
case_24,T_CalcTemp,2026-02-09T23:58:00.000Z,,,,,,2
case_24,T_SetA,2026-02-09T23:59:00.000Z,,,,,,
case_24,T_SetB,2026-02-10T00:00:00.000Z,,2,,,,
case_24,T_IncI,2026-02-10T00:01:00.000Z,,,3,,,
case_24,T_CheckLoop,2026-02-10T00:02:00.000Z,,,,,,
case_24,T_CalcTemp,2026-02-10T00:03:00.000Z,,,,,,3
case_24,T_SetA,2026-02-10T00:04:00.000Z,2,,,,,
case_24,T_SetB,2026-02-10T00:05:00.000Z,,3,,,,
case_24,T_IncI,2026-02-10T00:06:00.000Z,,,4,,,
case_24,T_CheckLoop,2026-02-10T00:07:00.000Z,,,,,,
case_24,T_CalcTemp,2026-02-10T00:08:00.000Z,,,,,,5
case_24,T_SetA,2026-02-10T00:09:00.000Z,3,,,,,
case_24,T_SetB,2026-02-10T00:10:00.000Z,,5,,,,
case_24,T_IncI,2026-02-10T00:11:00.000Z,,,5,,,
case_24,T_CheckLoop,2026-02-10T00:12:00.000Z,,,,,,
case_24,T_CalcTemp,2026-02-10T00:13:00.000Z,,,,,,8
case_24,T_SetA,2026-02-10T00:14:00.000Z,5,,,,,
case_24,T_SetB,2026-02-10T00:15:00.000Z,,8,,,,
case_24,T_IncI,2026-02-10T00:16:00.000Z,,,6,,,
case_24,T_CheckLoop,2026-02-10T00:17:00.000Z,,,,,,
case_24,T_CalcTemp,2026-02-10T00:18:00.000Z,,,,,,13
case_24,T_SetA,2026-02-10T00:19:00.000Z,8,,,,,
case_24,T_SetB,2026-02-10T00:20:00.000Z,,13,,,,
case_24,T_IncI,2026-02-10T00:21:00.000Z,,,7,,,
case_24,T_CheckDone,2026-02-10T00:22:00.000Z,,,,,13,
case_25,T_Setup,2026-02-10T00:24:00.000Z,0,1,1,7,0,0
case_25,T_CheckLoop,2026-02-10T00:25:00.000Z,,,,,,
case_25,T_CalcTemp,2026-02-10T00:26:00.000Z,,,,,,1
case_25,T_SetA,2026-02-10T00:27:00.000Z,1,,,,,
case_25,T_SetB,2026-02-10T00:28:00.000Z,,,,,,
case_25,T_IncI,2026-02-10T00:29:00.000Z,,,2,,,
case_25,T_CheckLoop,2026-02-10T00:30:00.000Z,,,,,,
case_25,T_CalcTemp,2026-02-10T00:31:00.000Z,,,,,,2
case_25,T_SetA,2026-02-10T00:32:00.000Z,,,,,,
case_25,T_SetB,2026-02-10T00:33:00.000Z,,2,,,,
case_25,T_IncI,2026-02-10T00:34:00.000Z,,,3,,,
case_25,T_CheckLoop,2026-02-10T00:35:00.000Z,,,,,,
case_25,T_CalcTemp,2026-02-10T00:36:00.000Z,,,,,,3
case_25,T_SetA,2026-02-10T00:37:00.000Z,2,,,,,
case_25,T_SetB,2026-02-10T00:38:00.000Z,,3,,,,
case_25,T_IncI,2026-02-10T00:39:00.000Z,,,4,,,
case_25,T_CheckLoop,2026-02-10T00:40:00.000Z,,,,,,
case_25,T_CalcTemp,2026-02-10T00:41:00.000Z,,,,,,5
case_25,T_SetA,2026-02-10T00:42:00.000Z,3,,,,,
case_25,T_SetB,2026-02-10T00:43:00.000Z,,5,,,,
case_25,T_IncI,2026-02-10T00:44:00.000Z,,,5,,,
case_25,T_CheckLoop,2026-02-10T00:45:00.000Z,,,,,,
case_25,T_CalcTemp,2026-02-10T00:46:00.000Z,,,,,,8
case_25,T_SetA,2026-02-10T00:47:00.000Z,5,,,,,
case_25,T_SetB,2026-02-10T00:48:00.000Z,,8,,,,
case_25,T_IncI,2026-02-10T00:49:00.000Z,,,6,,,
case_25,T_CheckLoop,2026-02-10T00:50:00.000Z,,,,,,
